,Air Conditioning,Alarm,Balcony,Bike Paths,Bike room,Bus,Cable,Carpeted Floors,Central Vac,City views,Common Terrace,Concierge,Concrete Building,Corner Unit,Courtyard,Covered,Dishwasher,Disposal,Double garage,Electricity,Elevator,Extra-Wide Doorways,Fenced Backyard,Fire-Pit,Fireplace,Fitness Area,Fridge,Golf Course,Guest Parking,Guest Suite,Hardwood Floors,Heat,Hot-Tub,In-suite Storage,Internet,Internet Access,Jetted Tub/Jacuzzi,Lake,Laminate Floors,Laundry - Coin/Card,Laundry - In Suite,Laundry - Shared,Laundry Hookups,Linoleum Flooring,Luxury Vinyl Plank Flooring,Microwave,Mountain views,On-Site Management,Outdoor,Outdoor Pool,Oven/Stove,Party/Games Room,Patio/Deck,Penthouse Unit,Playground/Park,Pool,Private Entry,Public Library,Rent-to-Own,River,River Views,Sauna,Secure Entry,Shopping Center,Single garage,Skylight,Sports Complex,Steam Room,Storage Lockers,Street,Swimming Pool,Tennis Courts,Theatre,Tile Flooring,Train Access,Underground,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Walk-Out Basement,Walk-Up,Water,Wheelchair Access,Window Coverings,Zero-Step Entrance,acadia_clinic_DRIVING,availability_date,baths,beds,cole_home_TRANSIT,cole_home_WALKING,deposit,description,furnishing,lat,lease_term,listing_url,lon,name,price,sq_feet,sublisting,tiff_home_DRIVING,timestamp,type,unit_name,unit_notes,wildlife_DRIVING
,,,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"May 15, 2020",2.5 ba,2 bd + den,,,$1700,"$1700 /month + utilities
Damage deposit: $1700
Non smoking
Utilities NOT included
 **1 pet is negotiable. This is a multi level unit with hardwoods floors throughout the entire unit so please take that into consideration. A pet deposit will be required** 
This is an attached townhouse unit with adjoining units on both sides so tenants need to be considerate of noise level.
Come see this beautiful and very quiet multi-level townhouse! 1400 sq ft  with 2 bedroom and 2.5 bathrooms plus large den located in the quiet community of Winston Heights. Conveniently located, only 2 blocks away from Co-op grocery store, gas station, 7/11, neighbourhood pub, restaurants, park, outdoor hockey rink, basketball court and The Winston Golf Club. Less than 5 minute drive to downtown! 


Single attached garage and unfinished basement offers plenty of room for storage. Hardwood floors throughout the entire townhouse with central vac. Snow removal and lawn maintenance services are included.



Main bedroom (top floor) has a large walk-in closet, ensuite bathroom features a stand up shower separate from bathtub and 2 incredible skylights...must see! Second bedroom (also top floor) also has an ensuite with a stand up shower and walk-in closet.



Kitchen has a huge island and includes stainless steel flat top electric stove, refrigerator and stainless steel dishwasher. Lots of cupboard and counter space with a walk in pantry.



Large and comfortable living room with 13ft high ceiling, east facing window (facing a park!) and balcony for lots of natural light. Gas fireplace and gas bbq hook up on the balcony.



Half bath in lower level with hidden washer and dryer. Large den can be used as an office.



 Easy access to major roads: Trans Canada highway, Deerfoot trail, Centre st, Edmonton trail. Bus stops within 3 block radius: route 4,5,69,19.


Unit will be professionally cleaned and sanitized after current tenants move out.",Unfurnished,51.0703163,Long Term,https://www.rentfaster.ca/344672,-114.0526827,Suite 0,$1700.00,1400,0,,2020-04-09 11:36:07.152343,Townhouse,,,
,,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,"May 01, 2020",2 ba,2 bd,,,$1650,"This the first floor of a small complex. No neighbors upstairs at this time so you never hear anything. This is a quiet street in Inglewood with walking distance to breweries, the bird sanctuary, express bus and walking paths.

I've lived here for 3 years and will miss it greatly! So much space and so much light. The large front patio is great for entertaining and the front yard is nice to sunbath. The large single garage out back allows you to park your car indoors. There is a massive amount of storage space.

This quiet street has a school across the street and the community center just a block away. Two outdoors ice rinks make it extremely convenient.

Also in the winter it has in-floor heating!",Unfurnished,51.0333922,Negotiable,https://www.rentfaster.ca/314628,-114.0188591,Suite 0,$1650.00,1100,0,,2020-04-09 11:37:07.637331,Condo,,,
,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,Immediate,2 ba,2 bd,,,$1450,"This beautiful, completely re-painted, hardwood through-out, two bedroom condo in the Coronation Place on the main floor is available now. Very large living room with the bar/counter is opening into the balcony that comes out to 2nd Street S.W. (barbecue is included). Two good size bedrooms with large windows, en-suite bathroom in the master, with jetted tub. All brand new appliances in the kitchen (fridge, flat top range and dishwasher). Laundry room with new washer and dryer. Underground heated parking, heat and water are included in the rent! Electricity is paid by the tenants. Just steps away from 17th Ave, walking distance to Stampede Park and all the amenities of the downtown core. The monthly rent is $1450, damage deposit is the same. No dogs, cats are negotiable. For more information or to schedule a showing please call 403-244-7272.",Unfurnished,51.0396483,Negotiable,https://www.rentfaster.ca/406973,-114.0683455,Suite 0,$1450.00,850,0,,2020-04-09 11:38:08.095125,Condo,,,
,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,"May 01, 2020",1.5 ba,1 bd + den,,,$1225,"2 story townhouse unit in the popular Marda Loop area! Private entrance, private laundry, two private balconies (one on each floor) & more.  Note photos are of a different unit, but layout of the one that's coming up for rent is identical to this one.  Finishing is slightly different with vinyl plank on main floor and carpet on stairs and bedroom flooring.   For virtual 3D tour of unit CLICK HERE
Main floor offers spacious living room with open concept kitchen and dining, balcony, storage, full bathroom and full laundry room.  Upper floor offers large bedroom with an additional half bath and another balcony.  Four appliances and on-site outdoor assigned parking come with each unit.  Heat and water included in the rent! 
Available May 1 or later.",Unfurnished,51.022489,Long Term,https://www.rentfaster.ca/353745,-114.105267,Suite 0,$1225.00,1000,0,,2020-04-09 11:39:08.634372,Townhouse,,,
,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,"May 01, 2020",2 ba,3 bd,,,$1595,"Bright and spacious 1.5 storey home 
Lots of charm and character
3 bedrooms in total: 2 bedrooms on the second floor and a third bedroom in the basement
2 full bathrooms: 5 piece bathroom with a dual vanity on the second floor and a 3 piece bathroom in the basement
Kitchen has granite counter tops, stainless steel appliances including a Miele dishwasher and plenty of cupboard space
Large kitchen nook has door leading to a huge wooden deck in the backyard
Living room has beautiful hardwood floors and a wood burning fire place
Flex room has a sliding patio door which opens to the deck
Upstairs master bedroom has closet organizers
Upstairs bathroom is very bright with a sky light
Basement has a brand new washer and dryer
Basement also has the 3rd bedroom, a family room, storage and full bathroom
Plenty of natural lighting throughout
Single detached garage
Storage shed
Big east facing backyard
Well landscaped with a garden and a fire pit
Wooden deck in the front yard 
Very quiet street in the desirable inner city community of West Hillhurst
Lots of amenities within walking distance: West Hillhurst Community Association, tennis courts, outdoor pool, Bow River pathways, Dairy Lane Restaurant, Made by Marcus Ice Cream and Queen Elizabeth High School
Walk or a short drive to the downtown core
Near U of C, SAIT, Foothills Hospital and North Hill Shopping Centre
Sorry no dogs and no cats 
Must have good credit
Must be mature, responsible and respectful
Non-smoker
Prefer a 12 month lease",Unfurnished,51.0563389,Long Term,https://www.rentfaster.ca/405203,-114.1041298,Suite 0,$1595.00,936,0,,2020-04-09 11:40:09.081817,House,,,
,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,"Jun 01, 2020",2 ba,2 bd,,,$1500,"Perfectly located in the hip neighbourhood of Bridgeland, just a few minutes from downtown; you can enjoy nearby parks, great shopping and some of Calgary's hottest new cafes and restaurants. This beautiful 2- bedroom 2 bath condo features a modern open kitchen with high-end appliances, Quartz countertops and HARO laminate floors. This unit offers an abundance of oversized windows that radiate tons of natural light. Your west and north facing balconies presents you with beautiful downtown views and a generous outdoor living space. The spacious master bedroom includes a good size closet and a 3 pc en-suite bathroom. Amenities include secured underground titled parking, a storage locker, bicycle storage, access to a gorgeous courtyard, a private fitness facility and much more...Call today to book a private viewing!",Unfurnished,51.056096200000006,Negotiable,https://www.rentfaster.ca/407125,-114.0522607,Suite 0,$1500.00,800,0,,2020-04-09 11:41:09.580744,Condo,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,"May 01, 2020",1.5 ba,2 bd,,,$1300,"Legal Carriage House suite over garage. Perfect for a large/multi generational family, or if your looking for an income generating property! Close proximity to Sait, U of C, and Downtown. This home is exquisitely finished throughout. Air Condition , Open concept main floor boasts, 9ft ceilings, 8ft doors, oversized windows and a grand staircase that wow you as you enter the home.The fully finished illegal suite in the basement provides 2 additional bedrooms, separate entrance and separate laundry. This 601 Sq feet suite has its own separate entrance on the side of the garage, Beautifully finished with open concept design,  with  full kitchen, living room, 1 bedroom, and 1.5 bath. 
The address is 1417 21 St NW.",Unfurnished,51.0712436,Long Term,https://www.rentfaster.ca/406978,-114.0933188,Suite 0,$1300.00,,0,,2020-04-09 11:42:10.043728,House,,,
,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,Immediate,2.5 ba,2 bd,,,1 month rent ,"Awesome Marda Loop multi-level apartment built in 2012, minutes from downtown and close to all amenities. The apartment has 2 bedrooms, 2.5 bathrooms with stainless steel appliances, hardwood flooring on the main floor and granite countertops. One bathroom with a Jacuzzi soaker tub and the other with a shower closet with rain head shower. Spacious well lit south facing. Includes a one car garage with a private entrance through the back.",Unfurnished,51.0234195,Negotiable,https://www.rentfaster.ca/122753,-114.1029902,Suite 0,$1825.00,1340,0,,2020-04-09 11:43:10.481181,Apartment,,,
,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,Immediate,2 ba,3 bd,,,$1600,"Unit available in legal 4-plex in Renfrew with city views.3 bedrooms, 2 full bathrooms, a balcony and one assigned off-street parking space with plug-ins.Vaulted ceilings on the main floor with brick wood-burning fireplace in living room. Spacious kitchen with fridge, stove, dishwasher and dining area. New laminate flooring and ceramic tiling throughout and new windows, patio and exterior doors.In-suite washer and dryer.Short walk to restaurants, bars and shops on Edmonton Trail, in Bridgeland, and downtown.New high efficiency furnace and hot water tank.Tenants are responsible for their own utilities except for water and sewer.Smoke free building, pets negotiable.",Unfurnished,51.0577349,Long Term,https://www.rentfaster.ca/358708,-114.05085459999998,Suite 0,$1600.00,1200,0,,2020-04-09 11:44:11.026607,Duplex,,,
,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$1995,"*RADIUS* BRIDGELAND 2 BED / 2 BATH CONDO


CONCIERGE
SECURE ENTRY 
SPACIOUS, PRIVATE BALCONY
STAINLESS STEEL APPLIANCES
STONE COUNTERTOPS 
ONE SECURE UNDERGROUND PARKING STALL INCLUDED 
ONE SECURE STORAGE LOCKER INCLUDED
WALK IN CLOSET & ENSUITE
ROOF TOP PATIO WITH FIREPLACE AND BBQ 
FITNESS AREAS - GYM, YOGA ROOM, SPIN ROOM
BIKE ROOM STORAGE WITH WORK SHOP 
GREAT LOCATION- CLOSE TO DOWNTOWN 
WALKING DISTANCE TO C-TRAIN & BRIDGELAND SHOPS & RESTAURANTS


BOOK A SHOWING NOW 


BOUTIQUE PROPERTIES 
WWW.BOUTIQUEPROPERTIES.BIZ",Unfurnished,51.0505805,Long Term,https://www.rentfaster.ca/406902,-114.0403062,Suite 0,$1995.00,,0,,2020-04-09 11:45:11.926480,Condo,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,Immediate,2 ba,3 bd,,,$2200,"Has two bedrooms upstairs. A beautiful kitchen - all stainless steel appliances. It has hardwood floor, brand new washer and dryer. The location is amazing, it is 10 minutes from downtown and it is in a very quiet area, close to golf course. There is also a nice private entrance downstairs with a bedroom.
Please call 587-580-6507 to set up a showing to see this great property.

Other properties available:
Canyon Meadows Home. Rent is $3,900 per month, 4 bedrooms, 3.5 bathrooms. Fully furnished, 2500 sqft, 2 car garage. Location, location location, close to fish creek park, inside high end luxury throughout. It has a walkout basement that can be set up for an office, with a huge tv, and exercise equipment. Must see property, 2 big decks and 2 barbeques. High-end property, available immediate. 

Condo available in Crescent Heights. Modern high end condo, fully furnished. 5 minutes to downtown. 2 bedroom, 2 bathroom. 900 sqft, 1 parking secured covered, large balcony + a rooftop balcony with a city view. Available immediate, Rent is $2,100.
Glamorgan townhome. Rent is $2,000 per month. 3 bedrooms, 1.5 bathrooms. Fully furnished, 1200sqft, single car garage. Great location, with backyard. All renovated, with nice furniture, Available April 1.",Unfurnished,51.003070757429,Long Term,https://www.rentfaster.ca/400081,-114.113753562485,Suite 0,$2200.00,,0,,2020-04-09 11:46:12.362939,House,,,
,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,"May 01, 2020",2 ba,2 bd,,,$1550,"2 Bedroom / 2 Bath  Cozy Condo   in the community of Bridgeland. Condo is designed  nicely with bedrooms on either side and a bathroom  attached to each bedroom, perfect for room mates.Euro appliances, 9 foot ceilings, electric fireplace, in suite laundry, large windows, wood flooring throughout, quarts counter top and Euro bath with a large spacious shower. Building comes with 2 amazing roof top patios for the use of residents. There is also a Gym in building on the lower level. Rent includes one underground parking  Building is walking distance from downtown and shopping areas. Condo is facing a quiet street.
Includes heat and water
Short term lease available 
Unit is available furnished for $1695
Available for May 01",Negotiable,51.0557629,Negotiable,https://www.rentfaster.ca/299616,-114.0516644,Suite 0,$1550.00,,0,,2020-04-09 11:47:12.851344,Apartment,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,Immediate,2 ba,2 bd,,,$1500,"2 Bedroom, 2 Bath bungalow
This house had new siding & windows done a number of years back.  It still has the old style charm inside.
Very clean and well maintained home from previous owner.
Lots of cupboards & counter space in the kitchen with bright natural sunlight.
Laundry downstairs and a full bathroom , lots of storage area
Nice west facing backyard with deck
Wheelchair accessible access to home from back parking area
Walking distance to downtown and all the Kensington shops!
Bike/walking paths along the Bow River close by
Single car garage for storage of bikes etc.
Cute Gem must be seen!
Do to COVID-19: special rules for showings will apply",Unfurnished,51.053195,Long Term,https://www.rentfaster.ca/407055,-114.0848221,Suite 0,$1500.00,900,0,,2020-04-09 11:48:13.295650,House,,,
,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,"May 01, 2020",2.5 ba,2 bd,,,$1000,"Over 1100 sq ft on 2 floors, welcome to your new home!  Great south facing space with high ceilings for that airy & sunny feel.  Amazing location for young couples, professionals or those looking for the urban feel without the noise.  Lots of parks, green spaces and paths.  Short walk to the river for those fun summers by the water.
 This residence is part of a multiplex of townhouses.  Located in the family-friendly community of Windsor Park, this 2 bedroom condo offers all if life's conveniences just a short distance to your new home. Enjoy easy access to 58 Ave, McLeod and Glenmore Trail. Within walking distance is Chinook Mall, LRT, Britannia, several greenspaces, parks and schools.
Don't miss the opportunity to be just steps from the city while living in a desirable neighbourhood
This 2 bedroom and 2.5 bath space is fresh, cozy and comfortable. There are two “master bedrooms” on the upper level, each with its own 4 piece ensuite and a half bathroom is on the main level.
On the main level, the contemporary kitchen has new stainless steel appliances, with good storage and working space.  The island in the kitchen makes the perfect breakfast bar.  The living and dining areas also provide a good amount of room for daily life.
The appliances; washer & dryer(not pictured), fridge, stove and dishwasher are all brand new.  The fact that the unit is of new construction means a high efficient furnace with in floor heating (great in winter for those cold feet). 
Utilities are not included in the rent. 

Lawn care and snow removal are by professionals and are included in the rent. 

This unit has its own tandem parking stall in the underground heated parkade, there is also parking available on the street in front.

Pets are negotiable.

Should you have any questions or wish to view the unit please email.",Unfurnished,51.003556,Negotiable,https://www.rentfaster.ca/331882,-114.07801709999998,Suite 0,$1700.00,1100,0,,2020-04-09 11:49:13.869781,Condo,,,
,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,Immediate,2 ba,2 bd,,,$1745,"This Extremely Clean Unit Was Built 2016 For Professionals/Retired Couple That May be Working From Home.  Experience Luxury, Productivity and Style in a NEW Building. 
At just over 3 years old this building is problem free and located in the heart of year-round activity in the vibrant community of Renfrew/Bridgeland. 
Working Professionals or Retired will love this modern masterpiece with a lovely north facing bedroom and a second room that would be perfect for a spare room, TV room with hide-a-bed, digital music studio, or workout room. 

CHECK OUT THE VIDEO TOUR - IT'S THE LAST ""PICTURE"" IN THIS LISTING
FEATURES: 

17' Ceilings with Skylights!
In-Floor Heating
Beautiful countertops 
Stainless steel appliances
Gas Range (Stove & oven)
Four Premium Coffee Shops in Walking Distance
Enormous Soaker Tub
In-suite Full size washer and Dryer 
Underground Heated Parking
Visitor Parking


Fully Furnished, Partially Furnished, or Empty. You Choose! 

Full Bed and dresser for master bedroom
Single Bed and desk for guest bedroom
Couch, TV and bookshelf
Microwave


Optional: Plates, cooking utensil, dining utensils",Negotiable,51.0581619,Long Term,https://www.rentfaster.ca/402984,-114.0503836,Suite 0,$1745.00,700,0,,2020-04-09 11:50:19.408874,Condo,,,
,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,Immediate,2.5 ba,3 bd,,,$1850,"Spacious executive inner-city house for Rent in Lincoln Park Calgary. 3 Storey, 3 Bedroom, 2.5 Bathroom townhome with double attached garage located minutes from Mount Royal College and Glenmore Trail.

Click here to book a showing online!

Interior Highlights:

3 Bedroom 2.5 Bathroom House with 2 Attached Parking Spots.
Hardwood Floors Throughout.
Open concept Kitchen with Stainless Steel Appliances
Brand new Washer and Dryer on the main floor.
~1800 SF of living space on 3 storeys
Window Coverings throughout
High-end bathroom finishings.
Unfinished Basement adds 1000sf of space

Things to know:

Available: Now
Adult Only Living (40+ with kids 15+ allowed). 
$1850/month plus utilities ~$200/month
Located on a picturesque, quiet, inner city street.
Located in Lincoln Park – Established inner city neighbourhood.
Located minutes from Mount Royal University and Glenmore Park / Trail
Pet Friendly.
Book a showing to find out more!",Unfurnished,51.014688,Long Term,https://www.rentfaster.ca/324597,-114.136644,Suite 0,$1850.00,2100,0,,2020-04-09 11:51:20.175591,Townhouse,,,
